id,valor,peso,volumen,categoria
5174,493,23,93,1
5175,526,50,49,3
5176,583,21,69,2
5177,115,77,83,3
5178,441,32,8,4
5179,789,66,38,4
5180,109,16,64,4
5181,882,60,89,1
5182,959,78,87,2
5183,12,34,39,3
5184,821,35,37,2
5185,606,81,61,1
5186,371,98,91,3
5187,508,19,47,1
5188,998,60,50,4
5189,186,6,52,2
5190,816,80,78,1
5191,791,86,71,4
5192,261,44,87,2
5193,895,2,20,5
5194,139,15,98,2
5195,870,57,90,2
5196,888,50,55,5
5197,650,48,55,5
5198,60,85,75,2
5199,510,40,65,3
5200,508,63,50,2
5201,180,97,28,4
5202,167,40,20,4
5203,974,40,16,5
5204,276,57,60,1
5205,614,18,16,5
5206,796,57,79,5
5207,245,8,29,2
5208,939,20,83,3
5209,701,39,9,1
5210,424,65,56,3
5211,195,28,45,3
5212,605,75,33,2
5213,783,30,85,2
5214,330,75,84,5
5215,112,38,84,2
5216,161,89,9,5
5217,645,68,48,5
5218,909,66,37,4
5219,294,39,51,3
5220,461,15,35,5
5221,697,94,76,4
5222,855,35,98,1
5223,274,27,72,2
5224,400,62,68,5
5225,481,5,100,1
5226,732,61,96,2
5227,837,89,91,2
5228,817,29,46,2
5229,259,15,38,3
5230,30,17,53,3
5231,510,47,53,1
5232,975,2,92,3
5233,170,70,37,5
5234,430,18,37,1
5235,801,6,53,3
5236,576,63,86,5
5237,808,69,14,2
5238,717,47,44,5
5239,301,33,6,3
5240,492,96,36,4
5241,259,75,70,2
5242,772,42,25,1
5243,59,61,85,1
5244,19,84,94,5
5245,631,54,33,1
5246,254,3,1,4
5247,243,61,14,4
5248,616,31,17,3
5249,533,75,60,3
5250,305,61,4,4
5251,46,22,3,1
5252,742,54,32,1
5253,799,77,44,4
5254,458,89,52,4
5255,716,7,28,2
5256,130,81,56,1
5257,334,70,45,4
5258,651,34,50,2
5259,624,56,55,5
5260,743,23,71,5
5261,539,60,68,5
5262,875,9,44,1
5263,419,83,77,5
5264,587,45,8,4
5265,894,87,4,1
5266,751,58,76,5
5267,954,40,6,2
5268,601,80,43,2
5269,337,1,10,5
5270,567,60,48,5
5271,113,83,62,1
5272,741,18,77,2
5273,907,33,41,4
5274,954,63,87,3
5275,303,22,16,2
5276,441,55,41,3
5277,580,13,59,4
5278,753,8,51,2
5279,113,72,86,1
5280,316,57,98,2
5281,126,1,96,1
5282,100,95,24,3
5283,56,100,71,3
5284,852,55,44,2
5285,930,32,60,2
5286,634,35,85,3
5287,304,20,36,2
5288,907,28,91,3
5289,977,66,91,5
5290,136,29,83,1
5291,416,38,100,5
5292,478,1,56,4
5293,535,48,33,1
5294,84,33,90,2
5295,805,88,14,3
5296,779,57,63,3
5297,415,64,26,3
5298,861,2,71,2
5299,552,19,61,4
5300,100,6,48,3
5301,201,22,21,5
5302,665,34,92,2
5303,410,93,21,3
5304,652,97,88,1
5305,751,31,87,4
5306,541,90,76,2
5307,148,94,35,3
5308,396,81,52,2
5309,930,22,88,5
5310,143,94,18,3
5311,364,1,30,1
5312,619,58,91,1
5313,963,40,66,2
5314,840,72,53,1
5315,216,49,53,3
5316,560,62,75,3
5317,227,31,37,4
5318,370,85,96,4
5319,449,94,76,4
5320,754,77,27,1
5321,576,42,90,3
5322,480,26,95,3
5323,222,30,8,4
5324,893,48,85,3
5325,993,99,68,2
5326,938,37,83,2
5327,846,90,57,3
5328,388,61,94,1
5329,438,55,54,2
5330,452,74,57,5
5331,476,72,5,4
5332,884,52,45,4
5333,593,43,14,4
5334,13,26,25,1
5335,708,42,10,3
5336,910,26,22,4
5337,212,8,19,2
5338,23,75,78,3
5339,877,71,62,3
5340,196,96,29,3
5341,481,2,96,2
5342,255,15,74,5
5343,445,11,30,2
5344,461,23,8,5
5345,801,31,25,5
5346,728,4,7,1
5347,956,23,20,5
5348,884,88,81,1
5349,969,4,48,4
5350,730,14,38,1
5351,192,3,45,1
5352,174,27,99,1
5353,105,37,59,5
5354,630,33,54,4
5355,666,10,12,4
5356,560,32,29,4
5357,941,14,77,5
5358,973,25,4,2
5359,292,96,20,3
5360,21,37,25,5
5361,682,33,24,1
5362,514,100,89,2
5363,697,86,40,1
5364,379,74,46,3
5365,185,99,64,3
5366,370,3,86,4
5367,759,15,62,4
5368,370,86,21,3
5369,779,79,49,1
5370,232,50,20,2
5371,173,62,78,1
5372,236,76,53,1
5373,457,66,58,1
5374,879,84,87,1
5375,457,52,2,2
5376,432,73,61,2
5377,562,73,66,2
5378,162,76,65,1
5379,191,29,76,3
5380,346,5,71,1
5381,57,94,41,5
5382,708,74,23,2
5383,798,27,64,4
5384,592,12,36,5
5385,488,23,60,5
5386,478,50,70,4
5387,439,1,21,5
5388,222,28,1,4
5389,308,81,75,1
5390,797,45,21,3
5391,960,32,51,3
5392,918,32,71,2
5393,725,67,9,4
5394,228,24,1,5
5395,719,87,35,3
5396,789,44,34,2
5397,821,71,14,4
5398,181,20,35,4
5399,414,26,35,1
5400,766,70,10,4
5401,358,42,84,3
5402,76,95,95,3
5403,987,66,9,1
5404,298,17,38,2
5405,779,54,60,4
5406,648,33,76,2
5407,126,26,84,2
5408,709,95,58,4
5409,891,16,71,4
5410,209,73,43,4
5411,499,14,6,3
5412,956,11,13,5
5413,701,66,51,3
5414,35,35,93,1
5415,854,11,53,5
5416,236,20,13,1
5417,370,97,26,3
5418,512,80,97,1
5419,579,57,89,2
5420,655,78,48,1
5421,856,41,48,4
5422,870,53,30,3
5423,137,10,86,1
5424,592,68,89,4
5425,939,98,6,4
5426,506,50,38,5
5427,630,11,80,3
5428,288,29,56,1
5429,712,77,14,3
5430,816,56,61,3
5431,950,47,34,1
5432,117,68,51,3
5433,95,82,97,1
5434,48,21,76,4
5435,530,85,37,3
5436,75,73,63,5
5437,589,100,29,4
5438,912,74,31,2
5439,455,84,55,3
5440,109,97,94,1
5441,381,44,9,3
5442,393,41,61,2
5443,519,60,70,4
5444,64,65,29,2
5445,821,74,8,2
5446,857,18,10,4
5447,836,85,37,3
5448,616,54,16,2
5449,75,50,22,1
5450,136,96,32,5
5451,519,67,59,3
5452,792,80,66,3
5453,613,30,42,1
5454,479,65,42,5
5455,844,16,24,1
5456,15,44,66,5
5457,210,30,90,2
5458,861,62,8,3
5459,115,7,50,1
5460,613,65,28,3
5461,720,98,60,4
5462,331,2,3,3
5463,753,42,22,1
5464,836,93,43,5
5465,581,24,88,2
5466,865,4,38,2
5467,217,59,78,3
5468,439,97,20,1
5469,906,60,20,5
5470,35,49,3,1
5471,626,25,67,2
5472,318,97,33,5
5473,346,95,69,5
5474,67,36,93,5
5475,230,99,100,2
5476,179,27,78,3
5477,231,19,9,1
5478,877,95,86,5
5479,409,17,71,3
5480,562,84,86,4
5481,322,40,53,4
5482,491,90,36,5
5483,893,38,17,1
5484,158,92,58,1
5485,661,73,20,1
5486,397,39,95,3
5487,254,16,67,5
5488,743,1,45,5
5489,939,89,74,2
5490,463,71,57,2
5491,696,76,60,3
5492,880,31,36,3
5493,307,69,22,5
5494,47,14,5,3
5495,872,26,68,5
5496,664,8,62,4
5497,851,18,49,3
5498,872,84,36,4
5499,928,76,70,3
5500,264,90,57,3
5501,538,92,14,3
5502,595,51,32,2
5503,61,55,95,1
5504,645,87,88,4
5505,679,100,36,1
5506,518,25,68,5
5507,961,40,26,3
5508,877,87,93,3
5509,674,20,94,5
5510,404,4,96,5
5511,706,6,5,4
5512,908,8,49,4
5513,466,4,57,5
5514,158,47,47,1
5515,833,71,2,3
5516,280,20,1,1
5517,421,42,73,1
5518,801,10,95,2
5519,613,64,26,3
5520,925,7,78,5
5521,579,89,70,2
5522,925,13,72,5
5523,375,47,72,2
5524,49,50,39,4
5525,412,17,17,4
5526,32,75,14,3
5527,658,87,81,1
5528,989,60,35,3
5529,603,43,94,2
5530,175,38,72,1
5531,758,26,9,2
5532,863,73,82,1
5533,43,66,10,2
5534,58,9,34,2
5535,514,23,54,3
5536,275,36,92,5
5537,374,97,5,3
5538,307,80,54,1
5539,414,55,28,4
5540,140,22,82,1
5541,997,16,33,3
5542,388,51,62,2
5543,721,44,40,3
5544,906,77,57,1
5545,456,77,65,4
5546,954,75,80,4
5547,49,48,34,2
5548,476,54,32,5
5549,703,59,83,1
5550,734,6,99,5
5551,280,8,88,1
5552,769,36,37,5
5553,737,32,11,3
5554,792,64,54,1
5555,299,90,66,3
5556,645,47,21,5
5557,40,96,44,3
5558,574,18,88,5
5559,929,41,53,5
5560,757,95,44,1
5561,749,96,21,2
5562,377,65,64,1
5563,27,89,73,4
5564,838,65,40,5
5565,453,51,86,3
5566,778,87,29,4
5567,331,95,68,5
5568,568,39,17,3
5569,317,26,90,4
5570,691,37,99,4
5571,770,13,95,1
5572,224,21,78,1
5573,30,63,68,1
5574,475,16,35,1
5575,864,79,86,5
5576,32,17,61,4
5577,374,44,42,2
5578,834,63,31,1
5579,944,76,18,1
5580,666,96,68,1
5581,259,58,33,5
5582,837,2,77,3
5583,336,36,54,3
5584,71,23,21,1
5585,491,63,9,3
5586,845,63,72,2
5587,945,34,70,3
5588,941,60,56,2
5589,604,29,98,2
5590,646,18,4,2
5591,727,20,91,4
5592,798,57,59,2
5593,675,33,100,2
5594,99,54,67,5
5595,290,69,65,4
5596,612,84,16,2
5597,214,7,63,4
5598,137,19,27,3
5599,837,74,33,4
5600,493,31,95,3
5601,235,63,39,5
5602,610,77,76,5
5603,903,1,92,3
5604,779,26,23,1
5605,34,92,39,5
5606,150,19,72,1
5607,665,28,5,5
5608,839,30,25,1
5609,438,6,67,3
5610,435,94,45,2
5611,75,43,41,1
5612,767,50,92,4
5613,419,28,43,2
5614,706,85,95,1
5615,274,64,45,2
5616,798,30,61,4
5617,119,84,63,3
5618,195,4,52,3
5619,534,47,88,3
5620,468,68,28,1
5621,238,51,88,3
5622,179,35,43,4
5623,195,23,78,2
5624,480,97,36,2
5625,367,35,86,3
5626,558,98,72,5
5627,898,58,91,1
5628,335,91,96,3
5629,34,37,38,5
5630,897,40,28,1
5631,280,83,31,3
5632,616,34,44,2
5633,730,60,90,2
5634,678,33,21,4
5635,934,89,27,3
5636,158,76,9,4
5637,568,67,12,2
5638,147,87,31,3
5639,289,5,61,2
5640,819,77,77,1
5641,270,15,25,4
5642,967,90,1,4
5643,881,23,20,1
5644,948,62,35,1
5645,446,62,71,2
5646,592,91,32,3
5647,558,23,74,5
5648,51,26,2,2
5649,463,84,14,2
5650,668,42,22,2
5651,438,12,20,1
5652,553,73,12,4
5653,32,29,6,2
5654,955,95,15,5
5655,712,48,7,5
5656,117,74,51,2
5657,470,6,96,1
5658,946,84,78,4
5659,606,67,46,1
5660,362,64,95,4
5661,607,87,58,1
5662,239,69,5,1
5663,946,71,32,4
5664,448,15,12,4
5665,839,7,3,5
5666,836,27,15,4
5667,888,93,73,2
5668,173,51,57,3
5669,319,16,18,3
5670,861,75,41,5
5671,404,86,17,3
5672,389,72,88,5
5673,369,50,96,1
5674,947,44,15,5
5675,185,60,87,4
5676,399,19,1,5
5677,281,41,60,4
5678,802,2,14,1
5679,119,79,93,5
5680,754,33,59,1
5681,772,37,43,1
5682,761,20,38,4
5683,251,94,73,1
5684,425,56,99,2
5685,356,14,93,2
5686,934,58,25,1
5687,801,44,44,1
5688,919,28,46,1
5689,747,89,47,4
5690,235,87,20,2
5691,431,32,76,2
5692,609,2,69,4
5693,289,35,49,2
5694,53,60,82,3
5695,990,99,41,2
5696,20,62,17,2
5697,656,100,62,3
5698,790,64,26,1
5699,766,74,69,2
5700,329,45,55,5
5701,155,98,46,3
5702,883,84,43,1
5703,842,85,60,4
5704,200,49,59,5
5705,511,85,40,2
5706,128,80,42,1
5707,82,83,10,4
5708,422,9,31,4
5709,927,59,38,3
5710,761,30,54,2
5711,707,77,27,2
5712,943,45,54,4
5713,833,8,37,3
5714,109,59,68,4
5715,17,37,48,3
5716,201,33,63,5
5717,980,14,47,5
5718,820,64,51,5
5719,501,43,94,2
5720,891,91,79,1
5721,303,12,55,2
5722,231,96,45,4
5723,489,56,84,4
5724,897,42,42,4
5725,27,40,87,5
5726,182,27,63,2
5727,34,53,40,3
5728,987,65,11,2
5729,429,24,31,3
5730,906,57,87,1
5731,245,56,9,2
5732,631,40,34,2
5733,676,94,4,4
5734,142,27,69,4
5735,220,85,86,3
5736,68,83,22,1
5737,999,83,44,3
5738,706,23,19,3
5739,614,99,73,4
5740,321,58,83,1
5741,607,42,39,2
5742,562,8,58,3
5743,174,89,41,4
5744,350,25,41,3
5745,764,95,49,4
5746,941,69,30,5
5747,421,80,79,1
5748,551,35,55,5
5749,62,49,40,1
5750,278,46,100,4
5751,315,100,89,2
5752,680,52,35,5
5753,548,36,85,1
5754,885,95,17,3
5755,346,51,34,4
5756,51,1,60,5
5757,857,37,39,2
5758,743,18,63,2
5759,382,81,15,4
5760,712,94,86,3
5761,689,71,2,3
5762,224,81,7,4
5763,575,37,76,2
5764,119,26,84,3
5765,560,97,69,2
5766,972,10,9,1
5767,903,79,13,2
5768,399,23,86,2
5769,908,65,51,3
5770,598,75,71,2
5771,835,46,13,1
5772,812,8,49,3
5773,456,31,43,4
5774,514,5,95,1
5775,553,87,96,3
5776,188,72,73,5
5777,814,47,68,4
5778,611,53,57,2
5779,863,34,83,3
5780,131,32,85,2
5781,420,34,26,1
5782,871,9,44,1
5783,811,12,27,2
5784,13,60,50,1
5785,109,89,76,5
5786,283,53,45,4
5787,96,37,29,1
5788,784,91,16,1
5789,651,95,92,3
5790,683,31,82,3
5791,117,51,26,1
5792,896,36,72,4
5793,643,52,67,2
5794,420,34,5,5
5795,787,53,68,3
5796,478,97,90,2
5797,343,48,30,5
5798,874,76,80,2
5799,520,16,14,4
5800,223,26,66,5
5801,391,13,84,2
5802,951,6,81,4
5803,384,90,79,4
5804,358,94,17,1
5805,43,9,39,5
5806,905,86,24,5
5807,214,80,97,2
5808,34,22,79,5
5809,328,31,4,2
5810,919,70,14,2
5811,556,82,28,1
5812,74,80,5,4
5813,124,58,8,3
5814,763,28,49,3
5815,349,46,42,3
5816,930,29,92,1
5817,719,15,89,4
5818,326,3,39,5
5819,618,70,63,4
5820,487,84,41,1
5821,987,83,83,3
5822,441,89,73,5
5823,277,3,11,2
5824,359,53,41,4
5825,26,29,82,2
5826,365,39,59,3
5827,83,96,18,4
5828,891,43,61,1
5829,951,17,100,3
5830,378,82,30,2
5831,860,54,100,5
5832,633,92,80,2
5833,784,5,36,2
5834,579,70,84,5
5835,691,8,3,1
5836,343,89,15,4
5837,240,100,91,2
5838,46,42,22,1
5839,316,12,62,3
5840,539,37,22,1
5841,172,89,24,1
5842,508,75,28,2
5843,949,82,47,1
5844,68,76,73,1
5845,335,45,66,4
5846,287,18,58,2
5847,775,87,93,5
5848,268,5,34,1
5849,470,12,93,1
5850,903,98,9,3
5851,140,47,50,5
5852,115,56,35,4
5853,157,34,64,2
5854,950,60,100,1
5855,381,26,60,1
5856,858,2,12,3
5857,693,57,41,2
5858,214,27,41,4
5859,85,14,70,3
5860,260,77,32,1
5861,129,76,87,4
5862,499,6,58,1
5863,574,98,42,1
5864,200,83,75,3
5865,135,27,11,1
5866,713,50,21,3
5867,314,70,48,5
5868,455,81,71,2
5869,627,88,65,5
5870,717,93,30,3
5871,329,77,44,3
5872,314,32,99,5
5873,816,4,17,1
5874,15,90,5,1
5875,251,89,12,4
5876,538,4,86,3
5877,740,76,22,3
5878,405,94,51,5
5879,812,34,84,1
5880,911,95,51,3
5881,698,8,12,5
5882,570,87,25,4
5883,437,45,64,4
5884,264,71,6,5
5885,20,96,3,3
5886,18,80,12,5
5887,247,16,23,1
5888,987,87,31,1
5889,136,5,55,1
5890,860,39,68,2
5891,303,31,57,5
5892,718,71,73,4
5893,670,10,88,4
5894,872,74,58,4
5895,435,23,65,3
5896,820,85,1,4
5897,993,74,19,3
5898,476,45,88,4
5899,233,7,48,4
5900,141,100,40,4
5901,185,30,37,2
5902,380,67,100,5
5903,995,58,12,3
5904,729,17,6,4
5905,39,71,11,5
5906,966,31,95,4
5907,202,44,17,3
5908,248,82,52,2
5909,574,35,23,4
5910,759,58,31,1
5911,923,44,66,3
5912,442,91,79,1
5913,820,81,30,1
5914,346,25,94,2
5915,173,88,5,1
5916,459,79,81,3
5917,774,100,92,5
5918,538,74,11,5
5919,593,64,78,5
5920,102,27,18,1
5921,22,62,60,3
5922,888,43,68,3
5923,983,37,7,4
5924,904,4,82,5
5925,321,93,98,5
5926,295,37,89,3
5927,882,96,76,5
5928,568,80,13,3
5929,537,57,36,4
5930,795,28,76,4
5931,912,83,2,4
5932,811,48,94,3
5933,792,99,14,4
5934,90,79,3,4
5935,633,71,63,4
5936,988,46,40,3
5937,338,47,63,1
5938,828,25,94,1
5939,805,89,43,2
5940,639,14,86,1
5941,496,70,22,1
5942,178,48,1,1
5943,721,85,12,5
5944,251,96,30,3
5945,565,65,40,3
5946,678,36,6,3
5947,132,7,50,4
5948,343,25,30,3
5949,76,49,90,3
5950,695,82,13,4
5951,74,67,98,3
5952,685,10,42,3
5953,705,96,76,5
5954,782,74,48,2
5955,436,11,2,3
5956,928,86,61,4
5957,211,89,92,4
5958,916,14,99,1
5959,876,5,100,3
5960,252,25,85,4
5961,825,69,24,2
5962,107,18,98,1
5963,303,74,88,3
5964,14,33,3,5
5965,471,60,24,3
5966,693,75,57,5
5967,86,69,17,3
5968,394,38,19,4
5969,795,52,42,4
5970,102,90,49,5
5971,100,28,13,1
5972,247,27,86,4
5973,926,38,83,1
5974,341,10,28,2
5975,554,14,73,1
5976,994,69,14,1
5977,58,12,70,5
5978,834,85,85,2
5979,682,9,96,4
5980,516,37,92,1
5981,969,16,85,1
5982,316,59,20,5
5983,553,80,46,3
5984,879,43,11,4
5985,265,45,76,2
5986,104,68,33,5
5987,393,38,63,5
5988,166,44,87,3
5989,453,3,92,4
5990,473,81,28,4
5991,150,16,1,1
5992,537,58,11,3
5993,398,43,59,5
5994,283,73,18,3
5995,777,2,95,1
5996,109,69,16,5
5997,961,71,4,3
5998,978,4,1,5
5999,875,99,31,3
6000,940,8,32,3
6001,658,90,9,4
6002,250,72,78,1
6003,533,11,93,1
6004,434,91,87,3
6005,454,80,98,1
6006,961,93,33,5
6007,887,23,85,5
6008,218,27,63,2
6009,82,27,84,5
6010,182,92,8,2
6011,406,71,58,4
6012,857,81,98,2
6013,445,52,7,4
6014,752,3,57,2
6015,453,70,31,2
6016,507,96,34,1
6017,760,96,55,2
6018,878,5,55,2
6019,246,79,86,4
6020,562,21,21,1
6021,627,65,36,3
6022,846,80,46,1
6023,729,62,10,4
6024,402,100,99,4
6025,811,24,16,1
6026,285,65,33,3
6027,654,90,76,4
6028,752,51,51,3
6029,813,41,44,2
6030,132,2,57,3
6031,953,22,80,2
6032,583,13,65,1
6033,932,4,43,4
6034,338,41,98,3
6035,865,64,33,5
6036,469,7,42,3
6037,157,25,96,3
6038,410,93,88,4
6039,197,67,55,3
6040,33,68,77,1
6041,585,59,63,3
6042,61,35,22,2
6043,83,81,29,1
6044,631,7,57,3
6045,616,26,55,4
6046,280,64,25,4
6047,145,33,85,4
6048,620,87,19,2
6049,185,34,88,5
6050,746,5,66,2
6051,413,12,27,1
6052,980,12,80,3
6053,309,69,85,2
6054,762,85,30,3
6055,432,97,19,5
6056,120,78,73,5
6057,275,71,83,5
6058,996,24,8,2
6059,478,76,81,3
6060,791,84,76,5
6061,355,30,46,5
6062,599,16,98,2
6063,334,52,93,2
6064,276,58,99,3
6065,674,21,47,4
6066,617,64,28,2
6067,281,24,12,5
6068,123,84,35,2
6069,765,4,61,5
6070,111,62,86,1
6071,605,59,97,3
6072,674,78,18,2
6073,479,46,65,1
6074,38,96,2,4
6075,138,74,26,4
6076,435,43,49,5
6077,146,8,68,5
6078,600,22,30,2
6079,23,52,8,4
6080,398,84,16,3
6081,383,41,63,5
6082,552,25,24,5
6083,350,62,62,2
6084,863,1,76,3
6085,558,28,37,1
6086,371,8,88,2
6087,48,62,99,5
6088,668,19,69,3
6089,47,40,61,3
6090,490,81,11,3
6091,285,85,90,3
6092,555,61,42,3
6093,82,83,72,5
6094,706,64,62,5
6095,515,6,44,5
6096,597,19,24,2
6097,942,6,59,5
6098,318,86,45,5
6099,808,85,17,3
6100,300,93,68,5
6101,322,51,80,1
6102,139,66,77,5
6103,77,88,2,5
6104,900,94,59,5
6105,358,78,24,4
6106,621,27,51,4
6107,992,53,99,5
6108,639,50,45,1
6109,496,1,69,4
6110,110,55,33,2
6111,84,17,8,3
6112,204,11,49,2
6113,787,38,49,3
6114,342,47,9,2
6115,555,86,28,2
6116,619,23,98,1
6117,120,33,22,1
6118,478,4,97,4
6119,774,62,90,3
6120,340,77,100,1
6121,111,94,6,1
6122,857,68,93,1
6123,99,88,12,3
6124,42,9,11,4
6125,217,1,98,4
6126,671,66,78,2
6127,779,38,54,1
6128,800,70,60,2
6129,321,58,57,5
6130,538,30,83,5
6131,982,64,42,2
6132,766,44,10,4
6133,779,45,38,1
6134,49,17,37,4
6135,615,65,12,3
6136,925,17,8,5
6137,931,97,71,1
6138,336,8,40,5
6139,744,82,61,4
6140,675,95,39,4
6141,493,22,99,4
6142,221,65,42,5
6143,299,22,77,3
6144,767,79,30,2
6145,90,38,2,5
6146,433,41,42,4
6147,989,89,47,2
6148,264,99,90,4
6149,496,50,60,3
6150,104,96,39,2
6151,945,32,59,2
6152,351,29,63,3
6153,912,99,28,5
6154,510,33,96,3
6155,180,67,72,1
6156,618,83,68,5
6157,358,86,32,2
6158,688,47,22,1
6159,425,40,19,3
6160,18,91,98,5
6161,437,97,97,5
6162,149,1,59,4
6163,209,7,80,2
6164,786,58,12,4
6165,913,66,20,1
6166,617,11,99,1
6167,884,10,96,1
6168,349,69,11,5
6169,196,41,51,4
6170,796,21,16,5
6171,663,35,33,5
6172,348,95,67,5
6173,472,7,82,4
6174,164,13,79,1
6175,73,6,20,5
6176,660,91,86,2
6177,260,55,33,5
6178,542,50,22,2
6179,813,49,78,4
6180,153,48,47,4
6181,777,44,34,2
6182,637,33,6,1
6183,613,50,16,1
6184,833,82,36,3
6185,289,77,85,5
6186,59,85,40,5
6187,376,57,29,1
6188,913,94,76,5
6189,73,87,72,4
6190,532,63,91,1
6191,320,75,58,1
6192,506,26,49,3
6193,462,46,21,1
6194,758,83,46,5
6195,959,69,27,3
6196,686,97,95,1
6197,667,74,88,1
6198,830,39,37,3
6199,604,74,16,1
6200,540,27,24,3
6201,747,54,53,4
6202,417,31,27,3
6203,999,19,8,1
6204,53,58,22,4
6205,972,13,98,1
6206,659,57,89,2
6207,222,40,98,3
6208,151,18,11,1
6209,121,86,58,4
6210,783,70,37,3
6211,979,71,44,5
6212,159,67,47,2
6213,682,58,84,3
6214,464,56,60,3
6215,274,86,65,4
6216,987,19,5,1
6217,888,43,57,1
6218,259,32,96,2
6219,489,38,34,5
6220,189,31,25,2
6221,835,13,62,3
6222,915,16,24,4
6223,130,16,1,3
6224,513,83,100,1
6225,698,42,31,3
6226,878,80,79,3
6227,25,57,82,4
6228,307,56,15,2
6229,234,9,47,4
6230,431,88,29,5
6231,180,93,77,4
6232,991,65,78,4
6233,303,44,25,3
6234,225,35,14,2
6235,556,76,61,3
6236,709,22,69,2
6237,299,86,34,4
6238,685,55,35,3
6239,220,44,38,1
6240,279,46,9,4
6241,832,39,86,2
6242,227,2,7,3
6243,742,3,22,3
6244,399,51,7,5
6245,234,59,80,2
6246,807,52,21,4
6247,342,10,14,4
6248,83,92,100,2
6249,659,63,55,5
6250,768,52,85,4
6251,809,32,2,2
6252,195,67,66,4
6253,382,94,99,2
6254,669,47,96,2
6255,209,9,87,3
6256,328,38,99,2
6257,166,30,52,2
6258,795,99,44,4
6259,473,8,99,5
6260,431,64,61,5
6261,64,35,85,3
6262,652,90,41,2
6263,26,92,60,5
6264,22,99,1,2
6265,620,24,19,2
6266,200,96,66,2
6267,63,57,32,3
6268,158,40,59,1
6269,665,54,73,5
6270,262,5,9,5
6271,87,67,43,4
6272,947,63,22,2
6273,264,42,11,4
6274,610,31,68,3
6275,647,2,87,4
6276,492,42,14,3
6277,296,12,67,5
6278,617,31,54,4
6279,686,59,64,4
6280,883,30,59,4
6281,781,39,25,3
6282,682,68,91,4
6283,392,67,78,5
6284,728,29,6,5
6285,586,14,14,4
6286,968,55,82,3
6287,118,32,13,3
6288,599,17,35,2
6289,44,10,55,3
6290,394,10,11,1
6291,804,9,92,2
6292,759,85,83,5
6293,224,8,27,4
6294,216,69,77,3
6295,949,67,72,2
6296,883,49,64,2
6297,394,9,43,4
6298,84,50,4,2
6299,699,48,44,4
6300,557,81,56,4
6301,284,47,48,3
6302,476,39,39,1
6303,823,39,46,3
6304,608,60,90,5
6305,868,78,90,1
6306,277,18,4,1
6307,268,74,28,4
6308,911,99,65,3
6309,90,83,14,3
6310,164,88,64,4
6311,738,65,86,3
6312,942,73,21,3
6313,316,10,25,1
6314,365,48,92,3
6315,579,8,74,2
6316,495,33,3,3
6317,73,28,54,1
6318,722,17,22,1
6319,725,85,82,2
6320,418,72,75,3
6321,410,98,68,2
6322,767,16,100,1
6323,352,25,42,4
6324,174,9,21,2
6325,697,86,92,3
6326,401,7,18,1
6327,292,7,46,5
6328,298,85,24,5
6329,739,93,1,3
6330,544,25,80,3
6331,273,72,61,5
6332,672,44,66,3
6333,451,94,35,1
6334,838,87,76,1
6335,328,49,11,2
6336,81,61,10,3
6337,587,39,6,5
6338,343,66,76,4
6339,301,16,77,5
6340,748,17,25,2
6341,732,13,75,3
6342,403,89,22,2
6343,526,38,93,5
6344,643,62,18,4
6345,686,22,43,4
6346,596,23,74,5
6347,520,56,82,4
6348,725,12,62,2
6349,159,14,84,2
6350,937,29,14,4
6351,493,11,26,4
6352,757,5,73,2
6353,149,80,88,4
6354,189,48,80,1
6355,462,61,33,3
6356,166,32,17,4
6357,665,44,56,1
6358,130,92,12,4
6359,81,6,75,3
6360,715,9,6,5
6361,565,62,9,1
6362,905,3,91,1
6363,701,51,93,4
6364,814,13,83,2
6365,574,33,31,2
6366,225,40,33,3
6367,632,69,18,5
6368,266,94,47,3
6369,240,74,59,5
6370,924,9,75,1
6371,670,3,59,3
6372,493,77,19,2
6373,896,55,25,3
6374,100,10,76,2
6375,184,2,38,1
6376,38,82,14,5
6377,181,81,6,4
6378,660,80,84,4
6379,379,67,88,4
6380,221,52,33,2
6381,159,74,63,2
6382,426,55,62,3
6383,764,28,55,5
6384,631,26,94,2
6385,306,17,36,5
6386,721,59,62,4
6387,186,83,38,2
6388,473,20,42,1
6389,186,74,93,4
6390,765,21,49,1
6391,683,13,90,4
6392,144,1,26,1
6393,547,39,80,4
6394,45,70,99,3
6395,460,70,36,3
6396,300,98,18,1
6397,794,61,96,3
6398,419,20,96,4
6399,826,28,49,2
6400,677,38,44,2
6401,563,44,6,3
6402,699,75,6,4
6403,819,16,83,3
6404,244,90,33,1
6405,486,48,60,4
6406,294,62,60,1
6407,305,40,6,3
6408,12,100,11,1
6409,795,99,97,2
6410,433,21,52,3
6411,155,62,56,2
6412,153,30,62,5
6413,934,100,20,2
6414,767,15,3,4
6415,382,61,12,1
6416,359,95,18,1
6417,379,63,42,3
6418,307,56,66,2
6419,920,69,41,5
6420,200,46,28,3
6421,856,24,58,5
6422,460,98,15,4
6423,455,55,28,5
6424,944,16,89,3
6425,93,54,52,3
6426,233,81,42,4
6427,878,13,53,2
6428,341,34,21,3
6429,803,30,63,1
6430,473,66,22,5
6431,341,94,96,5
6432,525,79,41,1
6433,526,86,78,2
6434,347,73,18,3
6435,589,83,67,3
6436,716,7,89,3
6437,377,18,8,5
6438,959,53,44,3
6439,627,91,67,4
6440,551,31,21,2
6441,758,51,81,5
6442,557,80,49,5
6443,122,8,9,2
6444,346,9,32,4
